Nr	CID	TID	PID	x [micron]	y [micron]	t [sec]	c [idx]	I [val]	Len [micron]	D2S [micron]	D2R [micron]	D2P [micron]	v [micron/sec]	? [deg]	?? [deg]
296	2	3	27	18.694	19.877	0	2	74	6.222	0.216	NA	0	NA	0	21.801
297	2	3	28	18.736	19.835	0	2	46	6.282	0.189	NA	0.06	NA	-45	-45
298	2	3	29	18.736	19.962	0	2	55	6.409	0.308	NA	0.127	NA	90	135
299	2	3	30	18.483	20.004	0	2	83	6.666	0.378	NA	0.257	NA	170.538	80.538
300	2	3	31	18.483	20.089	0	2	55	6.75	0.455	NA	0.085	NA	90	-80.538
301	2	3	32	18.483	20.089	0	2	46	6.75	0.455	NA	0	NA	0	-90
302	2	3	33	18.483	20.089	0	2	65	6.75	0.455	NA	0	NA	0	0
303	2	3	34	18.525	20.089	0	2	83	6.793	0.441	NA	0.042	NA	0	0
304	2	3	35	18.525	20.089	0	2	46	6.793	0.441	NA	0	NA	0	0
305	2	3	36	18.567	19.666	0	2	83	7.218	0.085	NA	0.425	NA	-84.289	-84.289
306	2	3	37	18.44	20.089	0	2	46	7.659	0.473	NA	0.441	NA	106.699	-169.011
307	2	3	38	18.525	20.004	0	2	74	7.778	0.361	NA	0.12	NA	-45	-151.699
308	2	3	39	18.483	20.047	0	2	46	7.838	0.416	NA	0.06	NA	135	180
309	2	3	40	18.483	20.047	0	2	55	7.838	0.416	NA	0	NA	0	-135
310	2	3	41	18.525	20.089	0	2	74	7.898	0.441	NA	0.06	NA	45	45
311	2	3	42	18.483	20.258	0	2	93	8.072	0.615	NA	0.174	NA	104.036	59.036
312	2	3	43	18.905	20.173	0	2	27	8.503	0.567	NA	0.431	NA	-11.31	-115.346
313	2	3	44	18.905	20.173	0	2	93	8.503	0.567	NA	0	NA	0	11.31
314	2	3	45	18.821	20.216	0	2	55	8.598	0.575	NA	0.095	NA	153.435	153.435
315	2	3	46	18.905	20.216	0	2	83	8.682	0.605	NA	0.085	NA	0	-153.435
316	2	3	47	18.905	20.258	0	2	55	8.725	0.644	NA	0.042	NA	90	90
317	2	3	48	18.905	20.131	0	2	55	8.851	0.53	NA	0.127	NA	-90	-180
318	2	3	49	19.201	20.089	0	2	74	9.15	0.693	NA	0.299	NA	-8.13	81.87
319	2	3	50	19.201	20.089	0	2	74	9.15	0.693	NA	0	NA	0	8.13
320	2	4	1	19.455	20.892	0	2	65	0	0	NA	NA	NA	NA	NA
321	2	4	2	19.286	20.342	0	2	93	0.575	0.575	NA	0.575	NA	-107.103	NA
322	2	4	3	19.497	20.469	0	2	139	0.821	0.425	NA	0.246	NA	30.964	138.066
323	2	4	4	19.455	20.596	0	2	74	0.955	0.296	NA	0.134	NA	108.435	77.471
324	2	4	5	19.455	20.385	0	2	149	1.166	0.507	NA	0.211	NA	-90	161.565
325	2	4	6	19.37	20.807	0	2	121	1.598	0.12	NA	0.431	NA	101.31	-168.69
326	2	4	7	18.948	20.85	0	2	121	2.022	0.509	NA	0.425	NA	174.289	72.979
327	2	4	8	18.652	20.85	0	2	111	2.318	0.804	NA	0.296	NA	180	5.711
328	2	4	9	18.356	20.85	0	2	83	2.614	1.1	NA	0.296	NA	180	0
329	2	4	10	18.356	20.85	0	2	46	2.614	1.1	NA	0	NA	0	-180
330	2	4	11	18.609	20.85	0	2	37	2.868	0.846	NA	0.254	NA	0	0
331	2	4	12	18.652	20.85	0	2	83	2.91	0.804	NA	0.042	NA	0	0
332	2	4	13	19.074	20.342	0	2	102	3.57	0.668	NA	0.66	NA	-50.194	-50.194
333	2	4	14	19.455	20.427	0	2	27	3.96	0.465	NA	0.39	NA	12.529	62.723
334	2	4	15	18.905	20.723	0	2	37	4.584	0.575	NA	0.624	NA	151.699	139.17
335	2	4	16	18.863	20.681	0	2	55	4.644	0.628	NA	0.06	NA	-135	73.301
336	2	5	1	16.369	19.497	0	2	65	0	0	NA	NA	NA	NA	NA
337	2	5	2	16.707	19.666	0	2	65	0.378	0.378	NA	0.378	NA	26.565	NA
338	2	5	3	16.919	19.793	0	2	18	0.625	0.624	NA	0.246	NA	30.964	4.399
339	2	5	4	16.58	19.666	0	2	55	0.986	0.271	NA	0.361	NA	-159.444	169.592
340	2	5	5	16.707	19.708	0	2	121	1.119	0.399	NA	0.134	NA	18.435	177.879
341	2	5	6	16.538	20.089	0	2	74	1.536	0.615	NA	0.416	NA	113.962	95.528
342	2	5	7	16.707	19.877	0	2	55	1.806	0.509	NA	0.271	NA	-51.34	-165.303
343	2	5	8	16.834	19.666	0	2	65	2.053	0.495	NA	0.246	NA	-59.036	-7.696
344	2	5	9	16.961	19.455	0	2	93	2.299	0.593	NA	0.246	NA	-59.036	0
345	2	5	10	16.792	19.582	0	2	93	2.511	0.431	NA	0.211	NA	143.13	-157.834
346	2	5	11	16.58	19.751	0	2	65	2.781	0.33	NA	0.271	NA	141.34	-1.79
347	2	5	12	16.792	19.539	0	2	121	3.08	0.425	NA	0.299	NA	-45	173.66
348	2	5	13	16.707	19.624	0	2	74	3.2	0.361	NA	0.12	NA	135	180
349	2	5	14	16.707	19.624	0	2	83	3.2	0.361	NA	0	NA	0	-135
350	2	5	15	16.749	19.666	0	2	74	3.26	0.416	NA	0.06	NA	45	45
351	2	5	16	16.792	19.624	0	2	83	3.319	0.441	NA	0.06	NA	-45	-90
352	2	5	17	16.961	19.413	0	2	18	3.59	0.598	NA	0.271	NA	-51.34	-6.34
353	2	5	18	17.003	19.708	0	2	46	3.889	0.668	NA	0.299	NA	81.87	133.21
354	2	5	19	16.792	19.666	0	2	93	4.104	0.455	NA	0.216	NA	-168.69	109.44
355	2	5	20	16.665	19.666	0	2	65	4.231	0.341	NA	0.127	NA	180	-11.31
356	2	5	21	16.834	19.708	0	2	102	4.405	0.511	NA	0.174	NA	14.036	-165.964
357	2	5	22	16.834	19.793	0	2	55	4.49	0.551	NA	0.085	NA	90	75.964
358	2	5	23	17.045	19.962	0	2	65	4.761	0.821	NA	0.271	NA	38.66	-51.34
359	2	5	24	16.876	20.047	0	2	46	4.95	0.748	NA	0.189	NA	153.435	114.775
360	2	5	25	17.341	20.004	0	2	27	5.417	1.097	NA	0.467	NA	-5.194	-158.629
361	2	5	26	17.214	19.962	0	2	93	5.55	0.965	NA	0.134	NA	-161.565	-156.371
362	2	6	1	14.805	25.711	0	2	27	0	0	NA	NA	NA	NA	NA
363	2	6	2	15.566	25.711	0	2	18	0.761	0.761	NA	0.761	NA	0	NA
364	2	6	3	15.312	25.711	0	2	37	1.014	0.507	NA	0.254	NA	180	180
365	2	6	4	15.143	25.711	0	2	27	1.184	0.338	NA	0.169	NA	180	0
366	2	6	5	15.186	25.795	0	2	37	1.278	0.39	NA	0.095	NA	63.435	-116.565
367	2	6	6	15.186	25.838	0	2	0	1.32	0.401	NA	0.042	NA	90	26.565
368	2	6	7	15.312	25.838	0	2	0	1.447	0.523	NA	0.127	NA	0	-90
369	2	6	8	15.439	25.542	0	2	55	1.769	0.656	NA	0.322	NA	-66.801	-66.801
370	2	6	9	15.312	25.668	0	2	37	1.948	0.509	NA	0.179	NA	135	-158.199
371	2	6	10	15.65	25.711	0	2	18	2.289	0.845	NA	0.341	NA	7.125	-127.875
372	2	6	11	15.693	25.711	0	2	9	2.331	0.888	NA	0.042	NA	0	-7.125
373	2	6	12	15.397	25.711	0	2	74	2.627	0.592	NA	0.296	NA	180	180
374	2	6	13	15.439	25.626	0	2	9	2.722	0.64	NA	0.095	NA	-63.435	116.565
375	2	6	14	15.735	25.795	0	2	37	3.063	0.934	NA	0.341	NA	29.745	93.18
376	2	6	15	14.974	25.626	0	2	9	3.842	0.189	NA	0.779	NA	-167.471	162.784
377	2	6	16	15.65	25.795	0	2	27	4.539	0.85	NA	0.697	NA	14.036	-178.493
378	2	6	17	15.82	25.964	0	2	9	4.778	1.046	NA	0.239	NA	45	30.964
379	2	6	18	15.82	25.88	0	2	18	4.863	1.028	NA	0.085	NA	-90	-135
380	2	6	19	15.946	25.922	0	2	9	4.997	1.161	NA	0.134	NA	18.435	108.435
381	2	6	20	16.285	25.288	0	2	18	5.715	1.539	NA	0.719	NA	-61.928	-80.362
382	2	6	21	16.285	25.246	0	2	9	5.757	1.551	NA	0.042	NA	-90	-28.072
383	2	6	22	16.707	25.584	0	2	65	6.299	1.906	NA	0.541	NA	38.66	128.66
384	2	6	23	16.242	25.33	0	2	18	6.828	1.487	NA	0.53	NA	-151.39	169.951
385	2	6	24	16.623	25.457	0	2	74	7.229	1.835	NA	0.401	NA	18.435	169.824
386	2	6	25	16.665	25.415	0	2	27	7.289	1.883	NA	0.06	NA	-45	-63.435
387	2	6	26	16.454	25.584	0	2	27	7.56	1.653	NA	0.271	NA	141.34	-173.66
388	2	6	27	16.58	25.499	0	2	27	7.712	1.788	NA	0.152	NA	-33.69	-175.03
389	2	6	28	16.876	25.795	0	2	27	8.131	2.073	NA	0.418	NA	45	78.69
390	2	6	29	16.665	25.415	0	2	27	8.566	1.883	NA	0.435	NA	-119.055	-164.055
391	2	6	30	16.876	25.922	0	2	27	9.115	2.082	NA	0.55	NA	67.38	-173.565
392	2	6	31	16.792	25.668	0	2	0	9.383	1.987	NA	0.267	NA	-108.435	-175.815
393	2	6	32	16.327	25.753	0	2	27	9.855	1.522	NA	0.473	NA	169.695	-81.87
394	2	7	1	15.65	19.497	0	2	121	0	0	NA	NA	NA	NA	NA
395	2	7	2	15.566	19.497	0	2	102	0.085	0.085	NA	0.085	NA	180	NA
396	2	7	3	15.566	19.497	0	2	158	0.085	0.085	NA	0	NA	0	-180
397	2	7	4	15.608	19.751	0	2	46	0.342	0.257	NA	0.257	NA	80.538	80.538
398	2	7	5	15.355	19.497	0	2	46	0.7	0.296	NA	0.359	NA	-135	144.462
399	2	7	6	15.439	19.497	0	2	65	0.785	0.211	NA	0.085	NA	0	135
400	2	7	7	15.228	19.582	0	2	27	1.013	0.431	NA	0.228	NA	158.199	158.199
401	2	7	8	15.397	19.666	0	2	65	1.202	0.305	NA	0.189	NA	26.565	-131.634
402	2	7	9	15.989	18.948	0	2	18	2.132	0.645	NA	0.931	NA	-50.528	-77.093
403	2	7	10	15.735	19.37	0	2	37	2.625	0.152	NA	0.493	NA	120.964	171.491
404	2	7	11	15.82	19.286	0	2	65	2.745	0.271	NA	0.12	NA	-45	-165.964
405	2	7	12	15.862	19.117	0	2	74	2.919	0.435	NA	0.174	NA	-75.964	-30.964
406	2	7	13	15.608	19.539	0	2	83	3.412	0.06	NA	0.493	NA	120.964	-163.072
407	2	7	14	15.608	19.539	0	2	37	3.412	0.06	NA	0	NA	0	-120.964
408	2	7	15	15.693	19.539	0	2	37	3.497	0.06	NA	0.085	NA	0	0
409	2	7	16	15.989	19.539	0	2	46	3.793	0.341	NA	0.296	NA	0	0
410	2	7	17	15.862	19.455	0	2	65	3.945	0.216	NA	0.152	NA	-146.31	-146.31
411	2	7	18	15.862	19.286	0	2	37	4.114	0.299	NA	0.169	NA	-90	56.31
412	2	7	19	15.608	19.497	0	2	27	4.444	0.042	NA	0.33	NA	140.194	-129.806
413	2	7	20	15.735	19.539	0	2	74	4.578	0.095	NA	0.134	NA	18.435	-121.759
414	2	7	21	15.735	19.539	0	2	46	4.578	0.095	NA	0	NA	0	-18.435
415	2	7	22	15.82	19.539	0	2	55	4.662	0.174	NA	0.085	NA	0	0
416	2	7	23	15.82	19.708	0	2	46	4.832	0.271	NA	0.169	NA	90	90
417	2	7	24	15.862	19.793	0	2	55	4.926	0.364	NA	0.095	NA	63.435	-26.565
418	2	7	25	15.82	19.455	0	2	55	5.267	0.174	NA	0.341	NA	-97.125	-160.56
419	2	7	26	15.946	19.708	0	2	37	5.55	0.364	NA	0.284	NA	63.435	160.56
420	2	7	27	15.946	19.582	0	2	111	5.677	0.308	NA	0.127	NA	-90	-153.435
421	2	7	28	15.989	19.582	0	2	65	5.719	0.349	NA	0.042	NA	0	90
422	2	7	29	16.115	19.582	0	2	74	5.846	0.473	NA	0.127	NA	0	0
423	2	7	30	16.073	19.666	0	2	27	5.941	0.455	NA	0.095	NA	116.565	116.565
424	2	8	1	16.749	18.905	0	2	93	0	0	NA	NA	NA	NA	NA
425	2	8	2	16.919	18.736	0	2	37	0.239	0.239	NA	0.239	NA	-45	NA
426	2	8	3	17.045	18.483	0	2	65	0.523	0.516	NA	0.284	NA	-63.435	-18.435
427	2	8	4	16.961	18.609	0	2	46	0.675	0.364	NA	0.152	NA	123.69	-172.875
428	2	8	5	16.792	18.567	0	2	37	0.849	0.341	NA	0.174	NA	-165.964	70.346
429	2	8	6	16.792	18.567	0	2	55	0.849	0.341	NA	0	NA	0	165.964
430	2	8	7	17.003	18.652	0	2	46	1.077	0.359	NA	0.228	NA	21.801	21.801
431	2	8	8	16.58	18.778	0	2	74	1.518	0.211	NA	0.441	NA	163.301	141.499
432	2	8	9	16.792	19.117	0	2	65	1.917	0.216	NA	0.399	NA	57.995	-105.306
433	2	8	10	16.665	18.948	0	2	102	2.128	0.095	NA	0.211	NA	-126.87	175.135
434	2	8	11	16.707	18.948	0	2	27	2.171	0.06	NA	0.042	NA	0	126.87
435	2	8	12	16.665	18.863	0	2	27	2.265	0.095	NA	0.095	NA	-116.565	-116.565
436	2	8	13	16.834	18.863	0	2	65	2.434	0.095	NA	0.169	NA	0	116.565
437	2	8	14	16.749	18.99	0	2	37	2.587	0.085	NA	0.152	NA	123.69	123.69
438	2	9	1	21.441	20.85	0	2	37	0	0	NA	NA	NA	NA	NA
439	2	9	2	21.23	21.611	0	2	65	0.79	0.79	NA	0.79	NA	105.524	NA
440	2	9	3	21.357	22.202	0	2	9	1.395	1.355	NA	0.605	NA	77.905	-27.619
441	2	9	4	21.484	23.386	0	2	37	2.585	2.537	NA	1.19	NA	83.884	5.979
442	2	9	5	21.864	23.935	0	2	37	3.254	3.115	NA	0.668	NA	55.305	-28.58
443	2	9	6	21.737	23.935	0	2	46	3.38	3.1	NA	0.127	NA	180	124.695
444	2	9	7	22.033	23.935	0	2	65	3.676	3.142	NA	0.296	NA	0	-180
445	2	9	8	22.456	24.316	0	2	27	4.245	3.612	NA	0.569	NA	41.987	41.987
446	2	9	9	22.329	24.358	0	2	27	4.379	3.619	NA	0.134	NA	161.565	119.578
447	2	9	10	22.879	24.569	0	2	27	4.967	3.988	NA	0.589	NA	21.038	-140.528
448	2	9	11	22.456	24.147	0	2	18	5.565	3.45	NA	0.598	NA	-135	-156.038
449	2	9	12	22.245	24.739	0	2	18	6.194	3.971	NA	0.628	NA	109.654	-115.346
450	2	9	13	22.498	24.569	0	2	9	6.498	3.867	NA	0.305	NA	-33.69	-143.344
451	2	9	14	22.245	24.781	0	2	37	6.829	4.012	NA	0.33	NA	140.194	173.884
452	2	9	15	22.414	24.908	0	2	37	7.04	4.173	NA	0.211	NA	36.87	-103.325
453	2	9	16	22.667	24.908	0	2	18	7.293	4.239	NA	0.254	NA	0	-36.87
454	2	9	17	22.033	24.992	0	2	37	7.933	4.185	NA	0.64	NA	172.405	172.405
455	2	9	18	22.16	24.95	0	2	27	8.067	4.163	NA	0.134	NA	-18.435	169.16
456	2	9	19	22.033	24.95	0	2	9	8.194	4.143	NA	0.127	NA	180	-161.565
457	2	10	1	22.287	24.908	0	2	37	0	0	NA	NA	NA	NA	NA
458	2	10	2	22.202	25.119	0	2	0	0.228	0.228	NA	0.228	NA	111.801	NA
459	2	10	3	21.949	24.992	0	2	27	0.511	0.349	NA	0.284	NA	-153.435	94.764
460	2	10	4	22.033	25.034	0	2	27	0.606	0.284	NA	0.095	NA	26.565	180
461	2	10	5	22.245	25.246	0	2	27	0.905	0.341	NA	0.299	NA	45	18.435
462	2	11	1	17.806	23.217	0	2	55	0	0	NA	NA	NA	NA	NA
463	2	11	2	17.679	23.132	0	2	18	0.152	0.152	NA	0.152	NA	-146.31	NA
464	2	11	3	17.722	23.09	0	2	55	0.212	0.152	NA	0.06	NA	-45	101.31
465	2	11	4	17.679	22.963	0	2	83	0.346	0.284	NA	0.134	NA	-108.435	-63.435
466	2	11	5	17.849	22.836	0	2	93	0.557	0.383	NA	0.211	NA	-36.87	71.565
467	2	11	6	17.722	22.794	0	2	65	0.691	0.431	NA	0.134	NA	-161.565	-124.695
468	2	11	7	17.806	22.794	0	2	46	0.775	0.423	NA	0.085	NA	0	161.565
469	2	11	8	17.849	22.498	0	2	93	1.074	0.72	NA	0.299	NA	-81.87	-81.87
470	2	11	9	17.679	22.456	0	2	46	1.249	0.771	NA	0.174	NA	-165.964	-84.094
471	2	11	10	18.144	22.245	0	2	9	1.759	1.029	NA	0.511	NA	-24.444	141.52
472	2	12	1	20.977	17.891	0	2	139	0	0	NA	NA	NA	NA	NA
473	2	12	2	20.977	18.018	0	2	214	0.127	0.127	NA	0.127	NA	90	NA
474	2	12	3	20.977	18.018	0	2	149	0.127	0.127	NA	0	NA	0	-90
475	2	12	4	21.019	18.06	0	2	149	0.187	0.174	NA	0.06	NA	45	45
476	2	12	5	20.892	18.06	0	2	167	0.313	0.189	NA	0.127	NA	180	135
477	2	12	6	20.765	17.891	0	2	177	0.525	0.211	NA	0.211	NA	-126.87	53.13
478	2	12	7	20.85	17.891	0	2	158	0.609	0.127	NA	0.085	NA	0	126.87
479	2	12	8	20.892	17.891	0	2	83	0.652	0.085	NA	0.042	NA	0	0
480	2	12	9	20.892	17.891	0	2	139	0.652	0.085	NA	0	NA	0	0
481	2	12	10	20.85	17.891	0	2	111	0.694	0.127	NA	0.042	NA	180	180
482	2	12	11	20.85	17.891	0	2	177	0.694	0.127	NA	0	NA	0	-180
483	2	12	12	20.85	17.891	0	2	158	0.694	0.127	NA	0	NA	0	0
484	2	12	13	21.103	17.891	0	2	130	0.947	0.127	NA	0.254	NA	0	0
485	2	12	14	21.188	18.018	0	2	102	1.1	0.246	NA	0.152	NA	56.31	56.31
486	2	12	15	21.357	18.271	0	2	149	1.405	0.538	NA	0.305	NA	56.31	0
487	2	12	16	21.188	18.144	0	2	139	1.616	0.33	NA	0.211	NA	-143.13	160.56
488	2	12	17	21.399	18.144	0	2	102	1.827	0.493	NA	0.211	NA	0	143.13
489	2	12	18	21.653	18.102	0	2	130	2.084	0.709	NA	0.257	NA	-9.462	-9.462
490	2	12	19	21.653	18.102	0	2	93	2.084	0.709	NA	0	NA	0	9.462
491	2	12	20	22.033	18.271	0	2	83	2.501	1.123	NA	0.416	NA	23.962	23.962
492	2	12	21	22.498	18.187	0	2	83	2.973	1.55	NA	0.473	NA	-10.305	-34.267
493	2	12	22	22.583	18.06	0	2	111	3.126	1.615	NA	0.152	NA	-56.31	-46.005
494	2	12	23	22.71	18.06	0	2	111	3.253	1.741	NA	0.127	NA	0	56.31
495	2	12	24	22.71	18.06	0	2	55	3.253	1.741	NA	0	NA	0	0
496	2	12	25	22.921	17.764	0	2	102	3.616	1.949	NA	0.364	NA	-54.462	-54.462
497	2	12	26	22.963	17.764	0	2	74	3.659	1.991	NA	0.042	NA	0	54.462
498	2	12	27	22.879	18.018	0	2	65	3.926	1.906	NA	0.267	NA	108.435	108.435
499	2	12	28	22.752	18.018	0	2	74	4.053	1.78	NA	0.127	NA	180	71.565
500	2	12	29	22.625	18.271	0	2	55	4.336	1.692	NA	0.284	NA	116.565	-63.435
501	2	12	30	22.414	18.356	0	2	55	4.564	1.511	NA	0.228	NA	158.199	41.634
502	2	12	31	22.498	18.44	0	2	149	4.683	1.618	NA	0.12	NA	45	-113.199
503	2	12	32	22.625	18.525	0	2	83	4.836	1.766	NA	0.152	NA	33.69	-11.31
504	2	12	33	22.625	18.525	0	2	74	4.836	1.766	NA	0	NA	0	-33.69
505	2	12	34	22.71	18.567	0	2	46	4.93	1.86	NA	0.095	NA	26.565	26.565
506	2	12	35	22.879	18.609	0	2	65	5.105	2.033	NA	0.174	NA	14.036	-12.529
507	2	12	36	22.794	18.398	0	2	93	5.332	1.887	NA	0.228	NA	-111.801	-125.838
508	2	12	37	22.752	18.398	0	2	83	5.375	1.846	NA	0.042	NA	180	-68.199
509	2	12	38	22.71	18.525	0	2	102	5.508	1.845	NA	0.134	NA	108.435	-71.565
510	2	12	39	22.667	18.609	0	2	55	5.603	1.837	NA	0.095	NA	116.565	8.13
511	2	12	40	22.667	18.609	0	2	55	5.603	1.837	NA	0	NA	0	-116.565
512	2	12	41	23.048	18.525	0	2	74	5.992	2.166	NA	0.39	NA	-12.529	-12.529
513	2	12	42	23.048	18.525	0	2	93	5.992	2.166	NA	0	NA	0	12.529
514	2	12	43	23.048	18.652	0	2	93	6.119	2.207	NA	0.127	NA	90	90
515	2	12	44	23.048	18.652	0	2	74	6.119	2.207	NA	0	NA	0	-90
516	2	12	45	23.259	18.525	0	2	0	6.366	2.369	NA	0.246	NA	-30.964	-30.964
517	2	12	46	23.175	18.356	0	2	37	6.555	2.247	NA	0.189	NA	-116.565	-85.601
518	2	12	47	23.386	18.398	0	2	93	6.77	2.462	NA	0.216	NA	11.31	127.875
519	2	12	48	23.935	18.398	0	2	93	7.32	3.002	NA	0.55	NA	0	-11.31
520	2	12	49	23.597	18.313	0	2	65	7.668	2.655	NA	0.349	NA	-165.964	-165.964
521	2	12	50	23.259	18.483	0	2	46	8.046	2.358	NA	0.378	NA	153.435	-40.601
522	2	13	1	21.441	17.13	0	2	255	0	0	NA	NA	NA	NA	NA
523	2	13	2	21.568	17.003	0	2	233	0.179	0.179	NA	0.179	NA	-45	NA
524	2	13	3	22.118	17.468	0	2	130	0.899	0.756	NA	0.72	NA	40.236	85.236
525	2	13	4	22.118	17.468	0	2	195	0.899	0.756	NA	0	NA	0	-40.236
526	2	13	5	22.202	17.384	0	2	158	1.019	0.802	NA	0.12	NA	-45	-45
527	2	13	6	22.414	17.468	0	2	255	1.246	1.029	NA	0.228	NA	21.801	66.801
528	2	13	7	22.414	17.468	0	2	233	1.246	1.029	NA	0	NA	0	-21.801
529	2	13	8	22.371	17.51	0	2	205	1.306	1.005	NA	0.06	NA	135	135
530	2	13	9	22.16	17.51	0	2	205	1.517	0.813	NA	0.211	NA	180	45
531	2	13	10	22.16	17.51	0	2	130	1.517	0.813	NA	0	NA	0	-180
532	2	13	11	22.456	17.468	0	2	167	1.816	1.069	NA	0.299	NA	-8.13	-8.13
533	2	13	12	22.287	17.341	0	2	223	2.028	0.871	NA	0.211	NA	-143.13	-135
534	2	13	13	22.414	17.341	0	2	177	2.155	0.995	NA	0.127	NA	0	143.13
535	2	13	14	22.414	17.426	0	2	177	2.239	1.016	NA	0.085	NA	90	90
536	2	13	15	22.498	17.468	0	2	251	2.334	1.11	NA	0.095	NA	26.565	-63.435
537	2	13	16	22.498	17.468	0	2	130	2.334	1.11	NA	0	NA	0	-26.565
538	2	13	17	22.498	17.384	0	2	149	2.418	1.087	NA	0.085	NA	-90	-90
539	2	13	18	22.498	17.341	0	2	223	2.46	1.078	NA	0.042	NA	-90	0
540	2	13	19	22.54	17.341	0	2	186	2.503	1.119	NA	0.042	NA	0	90
541	2	13	20	22.54	17.341	0	2	139	2.503	1.119	NA	0	NA	0	0
542	2	13	21	22.456	17.214	0	2	130	2.655	1.018	NA	0.152	NA	-123.69	-123.69
543	2	13	22	22.202	17.257	0	2	139	2.912	0.771	NA	0.257	NA	170.538	-65.772
544	2	13	23	22.371	17.384	0	2	102	3.124	0.964	NA	0.211	NA	36.87	-133.668
545	2	13	24	22.287	17.299	0	2	93	3.243	0.862	NA	0.12	NA	-135	-171.87
546	2	13	25	22.245	17.172	0	2	93	3.377	0.804	NA	0.134	NA	-108.435	26.565
547	2	13	26	21.822	16.919	0	2	139	3.87	0.435	NA	0.493	NA	-149.036	-40.601
548	2	13	27	21.822	16.792	0	2	102	3.997	0.509	NA	0.127	NA	-90	59.036
549	2	13	28	21.653	16.707	0	2	55	4.186	0.473	NA	0.189	NA	-153.435	-63.435
550	2	13	29	21.611	16.749	0	2	55	4.245	0.416	NA	0.06	NA	135	-71.565
551	2	13	30	21.568	16.834	0	2	102	4.34	0.322	NA	0.095	NA	116.565	-18.435
552	2	13	31	21.822	16.792	0	2	111	4.597	0.509	NA	0.257	NA	-9.462	-126.027
553	2	13	32	22.16	17.257	0	2	93	5.172	0.73	NA	0.575	NA	53.973	63.435
554	2	13	33	22.16	17.172	0	2	83	5.256	0.72	NA	0.085	NA	-90	-143.973
555	2	13	34	22.287	17.384	0	2	46	5.503	0.883	NA	0.246	NA	59.036	149.036
556	2	13	35	22.371	17.384	0	2	27	5.587	0.964	NA	0.085	NA	0	-59.036
557	2	13	36	22.625	17.384	0	2	102	5.841	1.21	NA	0.254	NA	0	0
558	2	13	37	22.625	17.384	0	2	130	5.841	1.21	NA	0	NA	0	0
559	2	13	38	22.794	17.384	0	2	65	6.01	1.376	NA	0.169	NA	0	0
560	2	13	39	23.048	17.341	0	2	83	6.267	1.62	NA	0.257	NA	-9.462	-9.462
561	2	13	40	23.005	17.341	0	2	102	6.31	1.578	NA	0.042	NA	180	-170.538
562	2	13	41	22.921	17.341	0	2	111	6.394	1.494	NA	0.085	NA	180	0
563	2	13	42	22.245	17.553	0	2	55	7.103	0.908	NA	0.709	NA	162.646	-17.354
564	2	13	43	22.287	17.595	0	2	93	7.162	0.965	NA	0.06	NA	45	-117.646
565	2	13	44	21.906	17.595	0	2	55	7.543	0.658	NA	0.38	NA	180	135
566	2	13	45	21.906	17.595	0	2	27	7.543	0.658	NA	0	NA	0	-180
567	2	13	46	22.033	17.468	0	2	37	7.722	0.682	NA	0.179	NA	-45	-45
568	2	13	47	22.329	17.468	0	2	74	8.018	0.95	NA	0.296	NA	0	45
569	2	13	48	22.625	17.51	0	2	93	8.317	1.243	NA	0.299	NA	8.13	8.13
570	2	13	49	22.879	17.341	0	2	121	8.622	1.453	NA	0.305	NA	-33.69	-41.82
571	2	13	50	23.132	17.003	0	2	46	9.045	1.696	NA	0.423	NA	-53.13	-19.44
572	2	14	1	22.752	24.231	0	2	9	0	0	NA	NA	NA	NA	NA
573	2	14	2	22.963	24.4	0	2	0	0.271	0.271	NA	0.271	NA	38.66	NA
574	2	14	3	22.625	24.443	0	2	18	0.611	0.246	NA	0.341	NA	172.875	134.215
575	2	14	4	22.245	24.612	0	2	9	1.028	0.634	NA	0.416	NA	156.038	-16.837
576	2	14	5	23.005	24.569	0	2	0	1.79	0.423	NA	0.762	NA	-3.18	-159.217
577	2	14	6	22.202	24.739	0	2	9	2.611	0.748	NA	0.821	NA	168.111	171.291
578	2	14	7	21.906	25.077	0	2	18	3.06	1.196	NA	0.449	NA	131.186	-36.925
579	2	14	8	22.118	24.992	0	2	18	3.288	0.99	NA	0.228	NA	-21.801	-152.987
580	2	14	9	22.54	25.077	0	2	0	3.719	0.871	NA	0.431	NA	11.31	33.111
581	2	14	10	23.132	24.739	0	2	9	4.4	0.634	NA	0.682	NA	-29.745	-41.055
582	2	14	11	22.836	24.908	0	2	37	4.741	0.682	NA	0.341	NA	150.255	-180
583	2	14	12	22.836	24.95	0	2	18	4.783	0.724	NA	0.042	NA	90	-60.255
